cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
362632,40.79067993,-73.79875183,Queens,A1,ALT 1 Enlargement,421671042,4104181,1246,8/26/2019,162-36,12 AVE.,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
741036,40.79602051,-73.81672668,Queens,NB,New Building,421219452,4623014,5007,8/26/2019,150-35,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
967560,40.82981873,-73.91577911,Bronx,A1,ALT 1 Enlargement,220657803,2002384,1224,8/26/2019,1054,MORRIS AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,4
37296,40.54618835,-74.15155029,Staten Island,NB,New Building,520362090,5174471,252,8/27/2019,31 GARAGE,HILLCREST AVENUE,UTILITY / MISCELLANEOUS,1,0
525000,40.56164932,-73.91818237,Queens,A1,ALT 1 Enlargement,421000366,4465180,418,8/27/2019,60,OCEAN AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
242424,40.56647873,-73.89112854,Queens,NB,New Building,420664221,4464363,1638,8/27/2019,128 1/2,ROXBURY AVE.,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
745920,40.60670853,-73.99815369,Brooklyn,NB,New Building,321735208,3425890,5040,8/27/2019,1933,84TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
745920,40.60675812,-73.99823761,Brooklyn,NB,New Building,321735217,3426778,5040,8/27/2019,1929,84 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
3810112,40.61476898,-73.97480011,Brooklyn,NB,New Building,321385158,3172628,25744,8/27/2019,2345,60 STREET,RESIDENTIAL: APARTMENT HOUSES,7,18
133702,40.61539078,-73.93672943,Brooklyn,A1,ALT 1 Enlargement,320580723,3212477,437,8/27/2019,1666,EAST 37 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
813014,40.63962173,-74.01377869,Brooklyn,A1,ALT 1 Enlargement,321917093,3016064,827,8/27/2019,554,58TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,4
471528,40.6411705,-74.08641052,Staten Island,NB,New Building,520363259,5171834,3186,8/27/2019,90,LAYTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,3
421800,40.64118958,-74.0863266,Staten Island,NB,New Building,520369342,5171833,2850,8/27/2019,88,LAYTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,3
682700,40.66426086,-73.93743134,Brooklyn,A1,ALT 1 Enlargement,321187194,3038353,0,8/27/2019,420,TROY AVE,RESIDENTIAL: APARTMENT HOUSES,6,10
458208,40.66962051,-73.83603668,Queens,NB,New Building,421005290,4596108,3096,8/27/2019,149-26,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
495504,40.66962051,-73.83603668,Queens,NB,New Building,421005423,4594847,3348,8/27/2019,149-36,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
444000,40.66962051,-73.83603668,Queens,NB,New Building,421005441,4594845,3000,8/27/2019,149-32,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
517852,40.66962051,-73.83603668,Queens,NB,New Building,421005600,4594850,3499,8/27/2019,149-42,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
519480,40.66962051,-73.83603668,Queens,NB,New Building,421005628,4594852,3510,8/27/2019,149-46,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
517852,40.66962051,-73.83603668,Queens,NB,New Building,421005708,4594848,3499,8/27/2019,149-38,HURON STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
471972,40.66986847,-73.83612823,Queens,NB,New Building,421005469,4596109,3189,8/27/2019,98-38,ECKFORD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1830000,40.67031097,-73.95098877,Brooklyn,A1,ALT 1 Enlargement,321740997,3032634,4529,8/27/2019,525,EASTERN PARKWAY,RESIDENTIAL: APARTMENT HOUSES,6,6
125000,40.6774292,-73.92727661,Brooklyn,A1,ALT 1 Enlargement,321419390,3396819,590,8/27/2019,53,ROCHESTER AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1033000,40.68481064,-73.92816925,Brooklyn,A1,ALT 1 Enlargement,321607846,3046212,2489,8/27/2019,682,HANCOCK ST,RESIDENTIAL: APARTMENT HOUSES,4,6
956450,40.68585968,-73.94917297,Brooklyn,A1,ALT 1 Enlargement,320912937,3051144,2085,8/27/2019,235,MONROE STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
280000,40.68970871,-73.75894165,Queens,A1,ALT 1 Enlargement,421921086,4271533,991,8/27/2019,118-41,191ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
19463628,40.70325851,-73.80158997,Queens,NB,New Building,420664203,4619413,131511,8/27/2019,153-24,90 ROAD,RESIDENTIAL: APARTMENT HOUSES,21,139
394420,40.71073151,-73.89923859,Queens,A1,ALT 1 Enlargement,421311431,4087482,36849,8/27/2019,63-57,FRESH POND RD,MERCANTILE,1,
712176,40.71308899,-73.88704681,Queens,NB,New Building,421484316,4617163,4812,8/27/2019,66-58,69TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
734080,40.71316147,-73.88709259,Queens,NB,New Building,421484272,4618365,4960,8/27/2019,66-60,69 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71334839,-73.79129028,Queens,NB,New Building,421693340,4619668,4333,8/27/2019,86-17,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71342087,-73.79134369,Queens,NB,New Building,421692528,4619377,4333,8/27/2019,86-15,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71347046,-73.79136658,Queens,NB,New Building,421679641,4619375,4333,8/27/2019,86-13,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71352005,-73.79139709,Queens,NB,New Building,421678562,4619674,4333,8/27/2019,86-11,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71356964,-73.79142761,Queens,NB,New Building,421678795,4619374,4333,8/27/2019,86-09,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
641284,40.71363831,-73.79147339,Queens,NB,New Building,421682959,4619667,4333,8/27/2019,86-07,KINGSTON PLACE,RESIDENTIAL: APARTMENT HOUSES,3,3
1864948,40.72312927,-73.95097351,Brooklyn,NB,New Building,321192794,3425200,12601,8/27/2019,888,LORIMER STREET,RESIDENTIAL: APARTMENT HOUSES,6,5
312000,40.73788071,-74.00213623,Manhattan,A1,ALT 1 Enlargement,122119723,1011047,695,8/27/2019,107,GREENWICH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
450000,40.75986099,-73.91087341,Queens,A1,ALT 1 Enlargement,421611321,4013315,1457,8/27/2019,30-62,47 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1060650,40.76670837,-73.93293762,Queens,A1,ALT 1 Enlargement,421569635,4005809,3247,8/27/2019,31-57,14 STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
175000,40.77294922,-73.90551758,Queens,A1,ALT 1 Enlargement,421891411,4015468,2132,8/27/2019,21-75,STEINWAY STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1521000,40.77994156,-73.98327637,Manhattan,A1,ALT 1 Enlargement,122441027,1030529,115,8/27/2019,260,WEST 73RD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
778776,40.79602051,-73.81672668,Queens,NB,New Building,421204360,4867477,5262,8/27/2019,150-06,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
602064,40.79602051,-73.81672668,Queens,NB,New Building,421204583,4607265,4068,8/27/2019,150-03,6TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
615976,40.79602051,-73.81672668,Queens,NB,New Building,421256544,4867365,4162,8/27/2019,150-23,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
746660,40.79602051,-73.81672668,Queens,NB,New Building,421266418,4867375,5045,8/27/2019,150-60,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
826580,40.79602051,-73.81672668,Queens,NB,New Building,421306223,4867469,5585,8/27/2019,150-18,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
605468,40.79615021,-73.81681824,Queens,NB,New Building,421204351,4607317,4091,8/27/2019,Mar-59,150 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
614348,40.79626083,-73.81690979,Queens,NB,New Building,421204342,4607318,4151,8/27/2019,Mar-55,150 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
934472,40.7964592,-73.81671906,Queens,NB,New Building,421302450,4607800,6314,8/27/2019,150-12,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
500240,40.79666901,-73.8167572,Queens,NB,New Building,421204529,4867324,3380,8/27/2019,150-15,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
863284,40.79677963,-73.81697083,Queens,NB,New Building,421204510,4607347,5833,8/27/2019,150-11,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
722536,40.79719925,-73.81493378,Queens,NB,New Building,421306214,4607802,4882,8/27/2019,150-22,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
696636,40.79719925,-73.81493378,Queens,NB,New Building,421352039,4607802,4707,8/27/2019,150-122,POWELLS COVE BLVD.,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
690716,40.79734039,-73.81539917,Queens,NB,New Building,421372446,4617256,4667,8/27/2019,150-118,POWELLS COVE BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
200000,40.81261063,-73.8862915,Bronx,A1,ALT 1 Enlargement,220689903,2006691,1901,8/27/2019,615,FAILE STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
7400148,40.81843948,-73.85877228,Bronx,NB,New Building,220604344,2124526,50001,8/27/2019,625,BOLTON AVENUE,EDUCATIONAL,3,
1604860,40.82791138,-73.87967682,Bronx,A1,ALT 1 Enlargement,210178029,2023831,5319,8/27/2019,1162,WHEELER  AVE,"RESIDENTIAL: HOTELS, DORMITORIES",6,25
807488,40.53459167,-74.20182037,Staten Island,NB,New Building,520204877,5084221,5456,8/28/2019,479,DARLINGTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
508232,40.5646019,-74.12834167,Staten Island,NB,New Building,520382737,5062772,3434,8/28/2019,76,GUYON AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
508232,40.56481934,-74.12822723,Staten Island,NB,New Building,520382719,5174392,3434,8/28/2019,74,GUYON AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
50000,40.57287979,-73.86238098,Queens,A1,ALT 1 Enlargement,421619261,4306728,1256,8/28/2019,347,BEACH 145 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1207088,40.60988998,-73.97284698,Brooklyn,NB,New Building,321683488,3425161,8156,8/28/2019,1763,MCDONALD AVE.,MERCANTILE,1,
11394520,40.62480927,-73.9760437,Brooklyn,NB,New Building,321191107,3425721,76990,8/28/2019,1158,MCDONALD AVENUE,STORAGE: MODERATE HAZARD,5,
471528,40.64120102,-74.08624268,Staten Island,NB,New Building,520367184,5171832,3186,8/28/2019,86,LAYTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,3
296000,40.65061951,-73.97725677,Brooklyn,A1,ALT 1 Enlargement,321654410,3122809,179,8/28/2019,416,GREENWOOD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
849816,40.66521072,-73.92542267,Brooklyn,NB,New Building,302585361,3099537,5742,8/28/2019,10,ROCKAWAY PARKWAY,EDUCATIONAL,1,
70783664,40.67100143,-74.00949097,Brooklyn,NB,New Building,321383007,3394734,478268,8/28/2019,640,COLUMBIA STREET,STORAGE: MODERATE HAZARD,3,0
759240,40.67367172,-73.95263672,Brooklyn,NB,New Building,321120666,3031186,5130,8/28/2019,115,ROGERS AVE,RESIDENTIAL: APARTMENT HOUSES,4,6
400000,40.67636871,-73.9329834,Brooklyn,A1,ALT 1 Enlargement,321476648,3035674,0,8/28/2019,85,SCHENECTADY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
570000,40.67823029,-74.00961304,Brooklyn,A1,ALT 1 Enlargement,321189094,3008404,779,8/28/2019,86,PIONEER STREET,BUSINESS,3,1
433996,40.6803894,-73.97100067,Brooklyn,A1,ALT 1 Enlargement,321693011,3027847,593,8/28/2019,565A,CARLTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,1
10946968,40.68082809,-73.98296356,Brooklyn,NB,New Building,320912839,3426633,73966,8/28/2019,313,BUTLER STREET,STORAGE: MODERATE HAZARD,3,
4758940,40.69076157,-73.91584015,Brooklyn,NB,New Building,321193720,3426575,32155,8/28/2019,1206,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,21
1947532,40.69094086,-73.91613007,Brooklyn,NB,New Building,320911064,3077003,13159,8/28/2019,503,EVERGREEN AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,9
5854288,40.6939888,-73.93100739,Brooklyn,NB,New Building,320917479,3043203,39556,8/28/2019,1107,DEKALB AVE,"RESIDENTIAL: HOTELS, DORMITORIES",6,122
197728,40.6946907,-73.78634644,Queens,NB,New Building,421554865,4861029,1336,8/28/2019,164-32,109TH DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
46189764,40.69810104,-73.98655701,Brooklyn,NB,New Building,320914445,3426023,312093,8/28/2019,120,NASSAU ST,RESIDENTIAL: APARTMENT HOUSES,33,270
206500,40.71736908,-73.99196625,Manhattan,A1,ALT 1 Enlargement,123113816,1003981,0,8/28/2019,299,GRAND STREET,BUSINESS,4,
268000,40.72262955,-73.73549652,Queens,A1,ALT 1 Enlargement,421893099,4230007,3699,8/28/2019,93-01,220 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
603988,40.73091125,-73.95192719,Brooklyn,NB,New Building,320917193,3414031,4081,8/28/2019,263,MCGUINESS BLVD.,RESIDENTIAL: APARTMENT HOUSES,4,2
237000,40.73651123,-73.7879715,Queens,A1,ALT 1 Enlargement,421561713,4153045,830,8/28/2019,64-66,185 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
402000,40.73865891,-73.99717712,Manhattan,A1,ALT 1 Enlargement,122288602,1014557,2685,8/28/2019,121,WEST 15TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,3
1630000,40.74330139,-73.99836731,Manhattan,A1,ALT 1 Enlargement,123737028,1014049,607,8/28/2019,240,WEST 21ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
262654,40.74497986,-73.70393372,Queens,A1,ALT 1 Enlargement,420636100,4178283,999,8/28/2019,80-47,267 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
422000,40.74596024,-73.82202148,Queens,A1,ALT 1 Enlargement,421883803,4116716,974,8/28/2019,142-42,56TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
26474832,40.74740982,-73.98867035,Manhattan,NB,New Building,121188749,1090786,178884,8/28/2019,1241,BROADWAY,BUSINESS,22,
60000,40.74776077,-73.8846817,Queens,A1,ALT 1 Enlargement,401418480,4030026,320,8/28/2019,81-03,ROOSEVELT AVENUE,COMMERCIAL BUILDINGS - OLD CODE,2,
404380,40.74819946,-73.79460144,Queens,A1,ALT 1 Enlargement,421672327,4126244,1336,8/28/2019,174-06,GLADWIN AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
59951988,40.74821091,-74.00688934,Manhattan,NB,New Building,121204366,1012322,405081,8/28/2019,555,WEST 22ND STREET,RESIDENTIAL: APARTMENT HOUSES,26,145
344180,40.76340866,-73.7409668,Queens,A1,ALT 1 Enlargement,421595866,4170274,802,8/28/2019,244-17,RUSHMORE AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
59750,40.76919937,-73.74903107,Queens,A1,ALT 1 Enlargement,421656817,4454885,2396,8/28/2019,40-29,235TH STREET,MERCANTILE,2,
1277240,40.77478027,-73.90992737,Queens,NB,New Building,421544323,4623028,8630,8/28/2019,22-19,33RD STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
315000,40.77954102,-73.81388855,Queens,A1,ALT 1 Enlargement,421716325,4106563,1884,8/28/2019,150-12,21ST AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3569760,40.78131104,-73.78041077,Queens,NB,New Building,421543075,4617646,24120,8/28/2019,18-52,BAY LANE,RESIDENTIAL: APARTMENT HOUSES,4,12
235000,40.78976059,-73.7960968,Queens,A1,ALT 1 Enlargement,421936864,4104427,1141,8/28/2019,166-33,14 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
470640,40.79169846,-73.80602264,Queens,NB,New Building,421609833,4103376,3180,8/28/2019,154-33,12 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
215000,40.79452133,-73.82286835,Queens,A1,ALT 1 Enlargement,421228996,4101426,504,8/28/2019,145-64,5TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
8234128,40.79597092,-73.94603729,Manhattan,NB,New Building,122240887,1051619,55636,8/28/2019,94,EAST 111 STREET,RESIDENTIAL: APARTMENT HOUSES,12,44
511932,40.79602051,-73.81672668,Queens,NB,New Building,421937514,4852122,3459,8/28/2019,150-112,POWELLS COVE BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
40783768,40.80442047,-73.93641663,Manhattan,NB,New Building,121192388,1087143,275566,8/28/2019,149,EAST 125 STREET,RESIDENTIAL: APARTMENT HOUSES,11,233
729000,40.81864929,-73.94625092,Manhattan,A1,ALT 1 Enlargement,122998337,1060653,120,8/28/2019,320,WEST 138TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
650400,40.83610153,-73.90968323,Bronx,A1,ALT 1 Enlargement,220673386,2007064,569,8/28/2019,1365,TELLER AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,18
15471476,40.83821106,-73.88477325,Bronx,NB,New Building,220152581,2128398,104537,8/28/2019,1812,VYSE AVENUE,RESIDENTIAL: APARTMENT HOUSES,12,121
125000,40.90557861,-73.85183716,Bronx,A1,ALT 1 Enlargement,220588950,2071695,700,8/28/2019,4742,CARPENTER AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
44400,40.50479889,-74.25023651,Staten Island,NB,New Building,520376236,5174461,300,8/29/2019,99GAR,CONNECTICUT STREET,UTILITY / MISCELLANEOUS,1,
547600,40.50479889,-74.25023651,Staten Island,NB,New Building,520376272,5174460,3700,8/29/2019,99,CONNECTICUT STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.50490952,-74.25026703,Staten Island,NB,New Building,520376245,5174459,300,8/29/2019,93GAR,CONNECTICUT STREET,UTILITY / MISCELLANEOUS,1,
547600,40.50490952,-74.25026703,Staten Island,NB,New Building,520376281,5174458,3700,8/29/2019,93,CONNECTICUT STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.5050087,-74.25031281,Staten Island,NB,New Building,520376263,5174457,300,8/29/2019,87GAR,CONNECTICUT STREET,UTILITY / MISCELLANEOUS,1,
547600,40.5050087,-74.25031281,Staten Island,NB,New Building,520376290,5174456,3700,8/29/2019,87,CONNECTICUT STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
533244,40.54415894,-74.22142029,Staten Island,NB,New Building,520008964,5170616,3603,8/29/2019,115,BERKSHIRE LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
486180,40.54487991,-74.22094727,Staten Island,NB,New Building,520008884,5158587,3285,8/29/2019,64,BERKSHIRE LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
232360,40.55688095,-73.92073059,Queens,NB,New Building,421713391,4467172,1570,8/29/2019,6,GOTHAM WALK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
500536,40.56407928,-74.12415314,Staten Island,NB,New Building,520326219,5169416,3382,8/29/2019,160,ISABELLA AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
484700,40.56417084,-74.12431335,Staten Island,NB,New Building,520326200,5058641,3275,8/29/2019,40,TARRING STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
532800,40.57257843,-74.11255646,Staten Island,NB,New Building,520322703,5170196,3600,8/29/2019,112,JACQUES AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
532800,40.57263184,-74.11218262,Staten Island,NB,New Building,520322721,5170198,3600,8/29/2019,116,JACQUES AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
540200,40.57281876,-74.12043762,Staten Island,NB,New Building,520356221,5171239,3650,8/29/2019,201,THIRD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
540200,40.57291031,-74.1206665,Staten Island,NB,New Building,520362562,5057297,3650,8/29/2019,205,THIRD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
512080,40.5737381,-74.12502289,Staten Island,NB,New Building,520047226,5805627,3460,8/29/2019,76,DOROTHEA PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
372960,40.59605026,-74.06479645,Staten Island,NB,New Building,520363712,5170997,2520,8/29/2019,26,WINDOM AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
372960,40.5961113,-74.06484222,Staten Island,NB,New Building,520363703,5174453,2520,8/29/2019,24,WINDOM AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
479900,40.59688187,-74.09520721,Staten Island,A1,ALT 1 Enlargement,520338448,5022196,1054,8/29/2019,6,OVERLOOK AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.59967041,-74.13025665,Staten Island,NB,New Building,520199614,5021160,300,8/29/2019,240,WELLBROOK AVENUE,UTILITY / MISCELLANEOUS,1,
2643872,40.60449982,-73.75231171,Queens,NB,New Building,421379298,4298240,17864,8/29/2019,1637,CENTRAL AVENUE,BUSINESS,2,
1036000,40.61811829,-74.01947021,Brooklyn,A1,ALT 1 Enlargement,320910154,3153283,1099,8/29/2019,1022,85TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
316276,40.62825012,-74.14138031,Staten Island,NB,New Building,520325773,5170798,2137,8/29/2019,79,ORANGE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
32560,40.62825012,-74.14138031,Staten Island,NB,New Building,520325782,5170799,220,8/29/2019,79GAR,ORANGE AVENUE,UTILITY / MISCELLANEOUS,1,
418563,40.63154984,-73.97296143,Brooklyn,A1,ALT 1 Enlargement,321295754,3127819,474,8/29/2019,210,WEBSTER AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
653716,40.63172913,-74.1368866,Staten Island,NB,New Building,520261154,5168564,4417,8/29/2019,44,CLINTON PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1527000,40.64574814,-73.95366669,Brooklyn,A1,ALT 1 Enlargement,321725022,3117945,5960,8/29/2019,169,LOTT ST,RESIDENTIAL: APARTMENT HOUSES,4,14
111600,40.65777969,-73.83595276,Queens,A1,ALT 1 Enlargement,421677055,4295562,660,8/29/2019,96-16,160 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
6665180,40.65895081,-73.8989563,Brooklyn,NB,New Building,321197316,3421816,45035,8/29/2019,180,NEW LOTS AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,28
22256388,40.65995026,-73.89942932,Brooklyn,NB,New Building,321197307,3829837,150381,8/29/2019,679,VAN SINDEREN AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,102
2418028,40.66331863,-73.99178314,Brooklyn,A1,ALT 1 Enlargement,321174279,3336719,18172,8/29/2019,626,5TH AVENUE,RESIDENTIAL: APARTMENT HOUSES,6,20
1453212,40.6718483,-73.9263382,Brooklyn,NB,New Building,321191642,3036608,9819,8/29/2019,1540,PARK PL,RESIDENTIAL: APARTMENT HOUSES,5,10
3250000,40.6781311,-73.87940979,Brooklyn,A1,ALT 1 Enlargement,321076232,3342758,7424,8/29/2019,61,ATKINS AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,42
3800000,40.6781311,-73.87940979,Brooklyn,A1,ALT 1 Enlargement,321076278,3342766,9554,8/29/2019,819,LIBERTY AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,45
320000,40.6807785,-73.76706696,Queens,A1,ALT 1 Enlargement,421883849,4270233,1535,8/29/2019,174-67,128 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
659000,40.68220901,-73.90660858,Brooklyn,A1,ALT 1 Enlargement,321800100,3080416,1300,8/29/2019,40,FURMAN AV,RESIDENTIAL: APARTMENT HOUSES,4,6
1420800,40.69284821,-73.9405365,Brooklyn,NB,New Building,321104764,3049578,9600,8/29/2019,903,DEKALB AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,10
260000,40.69324112,-73.76141357,Queens,A1,ALT 1 Enlargement,421883858,4238225,643,8/29/2019,116-13,190 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1734800,40.69395828,-73.94389343,Brooklyn,A1,ALT 1 Enlargement,321787937,3049186,2151,8/29/2019,189,HART STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
3090388,40.70088959,-73.9593277,Brooklyn,NB,New Building,321826280,3060751,20881,8/29/2019,85,RUTLEDGE STREET,RESIDENTIAL: APARTMENT HOUSES,5,10
5731004,40.70310974,-73.91776276,Brooklyn,NB,New Building,321312557,3074542,38723,8/29/2019,132,WYCKOFF AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,18
205000,40.71463013,-73.7587204,Queens,A1,ALT 1 Enlargement,421930888,4222661,399,8/29/2019,93-11,201 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
136160,40.7157402,-73.86630249,Queens,NB,New Building,421720409,4442862,920,8/29/2019,80-01,METROPOLITAN AVENUE,STORAGE: LOW HAZARD,1,
135716,40.7157402,-73.86630249,Queens,NB,New Building,421720418,4442862,917,8/29/2019,80-01,METROPOLITAN AVENUE,STORAGE: LOW HAZARD,1,
4359488,40.71755981,-73.99859619,Manhattan,NB,New Building,121189374,1002657,29456,8/29/2019,111,MULBERRY STREET,RESIDENTIAL: APARTMENT HOUSES,7,29
862500,40.71770096,-73.95094299,Brooklyn,A1,ALT 1 Enlargement,321704759,3068046,4729,8/29/2019,29,FROST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,3
922040,40.7179985,-73.95089722,Brooklyn,NB,New Building,321191660,3068034,6230,8/29/2019,30,RICHARDSON STREET,RESIDENTIAL: APARTMENT HOUSES,5,5
200000,40.72211075,-73.78674316,Queens,A1,ALT 1 Enlargement,420946016,4155801,2030,8/29/2019,181-15,ABERDEEN ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
