cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
350000,40.72282028,-73.84062958,Queens,A1,ALT 1 Enlargement,421531863,4052563,0,8/29/2019,110-27,71 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1707032,40.72452164,-73.78164673,Queens,NB,New Building,420609531,4156052,11534,8/29/2019,82-14,CHEVY CHASE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
207000,40.72478867,-73.94714355,Brooklyn,A1,ALT 1 Enlargement,321155343,3066972,225,8/29/2019,68A,NEWEL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
672808,40.72605896,-73.77794647,Queens,NB,New Building,421066483,4156571,4546,8/29/2019,189-10,ABERDEEN ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
550000,40.72671127,-73.84043121,Queens,A1,ALT 1 Enlargement,421669019,4052633,1165,8/29/2019,112-19,69 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
36704,40.73361969,-73.82273102,Queens,NB,New Building,421932467,4142012,248,8/29/2019,68-04,147 STREET,STORAGE: LOW HAZARD,1,
60715372,40.74139023,-73.96016693,Queens,NB,New Building,420663703,4617913,410239,8/29/2019,52-41,CENTER BOULEVARD,RESIDENTIAL: APARTMENT HOUSES,46,394
850000,40.74361038,-73.99714661,Manhattan,A1,ALT 1 Enlargement,121991620,1014081,2706,8/29/2019,224,WEST 22 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
4885036,40.74765015,-74.00672913,Manhattan,NB,New Building,122547583,1012317,33007,8/29/2019,542,WEST 22 STREET,BUSINESS,5,
451570,40.75447845,-73.7997818,Queens,A1,ALT 1 Enlargement,421738061,4123451,157,8/29/2019,45-51,167 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
828364,40.77909851,-73.81359863,Queens,A1,ALT 1 Enlargement,421656746,4106537,2531,8/29/2019,150-21,22 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
755650,40.78329849,-73.98338318,Manhattan,A1,ALT 1 Enlargement,122685362,1031081,1449,8/29/2019,326,WEST 77 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
170000,40.79328918,-73.82489014,Queens,A1,ALT 1 Enlargement,421323892,4101410,1337,8/29/2019,603,PARSONS BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
903688,40.79602051,-73.81672668,Queens,NB,New Building,421256447,4867370,6106,8/29/2019,150-43,SULLIVAN DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
555000,40.80912018,-73.85279083,Bronx,NB,New Building,220639389,2129022,3750,8/29/2019,136,STEPHENS AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
538000,40.84619141,-73.89826965,Bronx,A1,ALT 1 Enlargement,210179386,2009574,75,8/29/2019,1872,WASHINGTON AVE,RESIDENTIAL: APARTMENT HOUSES,4,8
704480,40.88293839,-73.85897827,Bronx,NB,New Building,220659286,2058537,4760,8/29/2019,818,EAST 220 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
704480,40.88317108,-73.85896301,Bronx,NB,New Building,220659277,2129127,4760,8/29/2019,816,EAST 220 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
4687900,40.88869095,-73.9119873,Bronx,NB,New Building,200795899,2085791,31675,8/29/2019,628,WEST  238 STREET,RESIDENTIAL: APARTMENT HOUSES,8,12
462796,40.89099121,-73.914711,Bronx,NB,New Building,220348835,2117818,3127,8/29/2019,680-15,W 246 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
295300,40.76150894,-73.91992188,Queens,A1,ALT 1 Enlargement,421182534,4009854,1350,8/30/2019,31-31,36 STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
44400,40.57257843,-74.11255646,Staten Island,NB,New Building,520322712,5170196,300,8/30/2019,112,JACQUES AVENUE,UTILITY / MISCELLANEOUS,1,0
540200,40.57260895,-74.12064362,Staten Island,NB,New Building,520362606,5171241,3650,8/30/2019,213,THIRD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
44252,40.57260895,-74.12064362,Staten Island,NB,New Building,520362615,5171242,299,8/30/2019,213 GAR,THIRD STREET,UTILITY / MISCELLANEOUS,1,0
44400,40.57263184,-74.11218262,Staten Island,NB,New Building,520322730,5170198,300,8/30/2019,116,JACQUES AVENUE,UTILITY / MISCELLANEOUS,1,0
44252,40.57275009,-74.12050629,Staten Island,NB,New Building,520362571,5171061,299,8/30/2019,205 GAR,THIRD STREET,UTILITY / MISCELLANEOUS,1,0
44252,40.57281876,-74.12043762,Staten Island,NB,New Building,520362553,5171240,299,8/30/2019,201 GAR,THIRD STREET,UTILITY / MISCELLANEOUS,1,0
540200,40.57284164,-74.1207428,Staten Island,NB,New Building,520362580,5057298,3650,8/30/2019,209,THIRD STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
44252,40.57284164,-74.1207428,Staten Island,NB,New Building,520362599,5140373,299,8/30/2019,209 GAR,THIRD STREET,UTILITY / MISCELLANEOUS,1,0
721175,40.57717896,-74.00885773,Brooklyn,A1,ALT 1 Enlargement,321953338,3188337,153,8/30/2019,3921,LYME AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1475856,40.57844925,-73.98478699,Brooklyn,NB,New Building,320593737,3425507,9972,8/30/2019,2819,WEST 17TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
260000,40.59531021,-74.07398224,Staten Island,A1,ALT 1 Enlargement,520350147,5048181,1386,8/30/2019,412,MCCLEAN AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
6738588,40.61973953,-74.02810669,Brooklyn,NB,New Building,321385620,3154221,45531,8/30/2019,8902,5TH AVENUE,EDUCATIONAL,6,
550000,40.61993027,-73.99035645,Brooklyn,A1,ALT 1 Enlargement,321186621,3133495,5081,8/30/2019,1766,64 STREET,RESIDENTIAL: APARTMENT HOUSES,4,5
748000,40.62133026,-73.96676636,Brooklyn,A1,ALT 1 Enlargement,321943162,3171435,723,8/30/2019,1130,EAST 9 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
810300,40.6269989,-74.02118683,Brooklyn,NB,New Building,301764400,3149329,5475,8/30/2019,577,77 STREET,RESIDENTIAL APT HOUSE,3,6
4637000,40.63714981,-73.98310089,Brooklyn,A1,ALT 1 Enlargement,321667549,3124904,15864,8/30/2019,1475,41 ST,EDUCATIONAL,7,1
1568060,40.64598846,-73.99713898,Brooklyn,NB,New Building,320909344,3018119,10595,8/30/2019,832,40TH STREET,RESIDENTIAL: APARTMENT HOUSES,5,8
740000,40.67525101,-73.95413208,Brooklyn,A1,ALT 1 Enlargement,321849924,3030889,1206,8/30/2019,608,ST. MARKS AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,4
3250000,40.6781311,-73.87940979,Brooklyn,A1,ALT 1 Enlargement,321076223,3342735,7372,8/30/2019,36,MONTAUK AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,36
3250000,40.6781311,-73.87940979,Brooklyn,A1,ALT 1 Enlargement,321076241,3342743,7424,8/30/2019,33,ATKINS AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,42
1397712,40.6786499,-73.96336365,Brooklyn,NB,New Building,320613680,3399908,9444,8/30/2019,755,BERGEN STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
1383208,40.67866898,-73.96344757,Brooklyn,NB,New Building,320613671,3425059,9346,8/30/2019,753,BERGEN STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
300000,40.67868042,-73.96369171,Brooklyn,A1,ALT 1 Enlargement,321527442,3027955,0,8/30/2019,747,BERGEN STREET,MERCANTILE,2,1
850000,40.68202972,-73.98935699,Brooklyn,A1,ALT 1 Enlargement,321747400,3006773,272,8/30/2019,154,DOUGLASS STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
7724,40.68785095,-73.98793793,Brooklyn,A1,ALT 1 Enlargement,320910029,3000844,3707,8/30/2019,328,ATLANTIC AVENUE,BUSINESS,4,2
7535124,40.68848038,-73.98188782,Brooklyn,NB,New Building,321193230,3000479,50913,8/30/2019,291,LIVINGSTON STREET,"RESIDENTIAL: HOTELS, DORMITORIES",22,103
2241164,40.69223022,-73.92368317,Brooklyn,NB,New Building,320911929,3075293,15143,8/30/2019,952,BUSHWICK AVENUE,RESIDENTIAL: APARTMENT HOUSES,6,10
1108816,40.69419098,-73.94286346,Brooklyn,NB,New Building,321401130,3426271,7492,8/30/2019,277,THROOP AVE,RESIDENTIAL: APARTMENT HOUSES,4,8
612306,40.69586945,-73.91030121,Brooklyn,A1,ALT 1 Enlargement,321384569,3077373,1333,8/30/2019,339,CORNELIA ST,RESIDENTIAL: APARTMENT HOUSES,4,6
1502348,40.69599152,-73.92462921,Brooklyn,NB,New Building,321186694,3338471,10151,8/30/2019,64,STANHOPE ST,RESIDENTIAL: APARTMENT HOUSES,5,8
557664,40.70964813,-73.77657318,Queens,NB,New Building,421667324,4618923,3768,8/30/2019,91-30,184 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
593776,40.70964813,-73.77657318,Queens,NB,New Building,421667342,4211911,4012,8/30/2019,91-28,184 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
645132,40.7157402,-73.86630249,Queens,NB,New Building,421720383,4442862,4359,8/30/2019,80-01,METROPOLITAN AVENUE,STORAGE: LOW HAZARD,1,
151848,40.7157402,-73.86630249,Queens,NB,New Building,421720392,4442862,1026,8/30/2019,80-01,METROPOLITAN AVENUE,STORAGE: LOW HAZARD,1,
1111000,40.71680069,-73.95800018,Brooklyn,A1,ALT 1 Enlargement,321193276,3062213,1897,8/30/2019,176,NORTH 6TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
1008000,40.71683121,-73.95805359,Brooklyn,A1,ALT 1 Enlargement,321698249,3062212,3068,8/30/2019,174,NORTH 6TH STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
30204728,40.71728134,-74.00421906,Manhattan,NB,New Building,121190166,1090477,204086,8/30/2019,91,LEONARD STREET,RESIDENTIAL: APARTMENT HOUSES,20,112
4344244,40.72356033,-73.98763275,Manhattan,NB,New Building,123419782,1079727,29353,8/30/2019,101,EAST 2ND ST,RESIDENTIAL: APARTMENT HOUSES,7,22
186000,40.72789001,-73.7873764,Queens,A1,ALT 1 Enlargement,421356865,4154808,1264,8/30/2019,75-67,181 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
169000,40.72964859,-73.85373688,Queens,A1,ALT 1 Enlargement,421595045,4050918,899,8/30/2019,99-43,65 RD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
483000,40.73154068,-73.77390289,Queens,A1,ALT 1 Enlargement,421600440,4155328,1368,8/30/2019,75-61,196 PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
875000,40.74222183,-73.87355042,Queens,A1,ALT 1 Enlargement,420851983,4045593,10967,8/30/2019,90-56,CORONA AVENUE,ASSEMBLY: OTHER,3,2
11737880,40.748909,-73.97251129,Manhattan,NB,New Building,121187759,1090732,79310,8/30/2019,300,EAST 41 STREET,RESIDENTIAL: APARTMENT HOUSES,21,82
1835200,40.79663086,-73.93421936,Manhattan,NB,New Building,121204605,1090547,12400,8/30/2019,407,EAST 117TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,11
76000,40.67794037,-73.99761963,Brooklyn,A1,ALT 1 Enlargement,321556115,3008042,427,9/1/2019,109,4TH PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
5889364,40.58422089,-73.95111084,Brooklyn,NB,New Building,321267464,3426699,39793,9/3/2019,1780,SHEEPSHEAD BAY ROAD,RESIDENTIAL: APARTMENT HOUSES,6,23
1007384,40.5945816,-74.10713196,Staten Island,A1,ALT 1 Enlargement,520379322,5022744,6722,9/3/2019,57,ST JAMES PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1075664,40.60678101,-73.96935272,Brooklyn,NB,New Building,321618255,3253612,7268,9/3/2019,442,QUENTIN ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
32560,40.63871002,-74.16609192,Staten Island,NB,New Building,520361448,5171468,220,9/3/2019,50GAR,SOUTH AVENUE,UTILITY / MISCELLANEOUS,1,0
32560,40.63874054,-74.16609192,Staten Island,NB,New Building,520361439,5171466,220,9/3/2019,48GAR,SOUTH AVENUE,UTILITY / MISCELLANEOUS,1,0
1066650,40.64822006,-73.94669342,Brooklyn,A1,ALT 1 Enlargement,321906032,3110098,8409,9/3/2019,1024,NEW YORK AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,10
235720,40.6633606,-73.99025726,Brooklyn,A1,ALT 1 Enlargement,321922372,3016459,636,9/3/2019,265,17TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
7037696,40.68035126,-73.95303345,Brooklyn,NB,New Building,321550674,3053705,47552,9/3/2019,1190,FULTON STREET,RESIDENTIAL: APARTMENT HOUSES,8,30
2466716,40.68090057,-73.91381073,Brooklyn,NB,New Building,320752100,3426819,16667,9/3/2019,279,SUMPTER STREET,RESIDENTIAL: APARTMENT HOUSES,5,17
1198652,40.69606018,-73.93074799,Brooklyn,NB,New Building,321384916,3426687,8099,9/3/2019,520,HART ST,RESIDENTIAL: APARTMENT HOUSES,4,8
191700,40.72135162,-73.90663147,Queens,A1,ALT 1 Enlargement,421932378,4060185,522,9/3/2019,59-45,58TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
10064600,40.73918152,-74.00756836,Manhattan,A1,ALT 1 Enlargement,121193403,1080257,45305,9/3/2019,60,GANSEVOORT STREET,BUSINESS,6,
3342136,40.75410843,-73.82145691,Queens,NB,New Building,420366320,4541525,22582,9/3/2019,43-18,UNION STREET,RESIDENTIAL: APARTMENT HOUSES,6,22
41440,40.76211929,-73.72608185,Queens,NB,New Building,421672130,4172866,280,9/3/2019,57-19,254 ST,UTILITY / MISCELLANEOUS,1,0
38184,40.7645607,-73.86785889,Queens,NB,New Building,421661268,4041101,258,9/3/2019,25-24,GILLMORE STREET,UTILITY / MISCELLANEOUS,1,
258000,40.78107071,-73.97885132,Manhattan,A1,ALT 1 Enlargement,122605289,1030173,1290,9/3/2019,163,WEST 76TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,6,2
2159000,40.82270813,-73.9317627,Bronx,A1,ALT 1 Enlargement,220536720,2097176,1726,9/3/2019,1,EAST 150TH STREET,ASSEMBLY: OTHER,2,
511932,40.52801132,-74.17637634,Staten Island,NB,New Building,520299105,5170157,3459,9/4/2019,41,ALLEGRO STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
474784,40.52806091,-74.17624664,Staten Island,NB,New Building,520299098,5170159,3208,9/4/2019,45,ALLEGRO STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
551300,40.56761169,-74.11588287,Staten Island,NB,New Building,520386430,5171779,3725,9/4/2019,178,ALLISON AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
551300,40.56766891,-74.1159668,Staten Island,NB,New Building,520386421,5171811,3725,9/4/2019,174,ALLISON AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
13044128,40.60411072,-74.18051147,Staten Island,NB,New Building,520328244,5174399,88136,9/4/2019,1441 GARAGE,SOUTH AVENUE,STORAGE: LOW HAZARD,3,
365000,40.61399078,-74.03227234,Brooklyn,A1,ALT 1 Enlargement,321973744,3155887,489,9/4/2019,9733,FOURTH AVENUE,BUSINESS,2,2
844192,40.63103867,-73.9986496,Brooklyn,NB,New Building,321564945,3140402,5704,9/4/2019,1227,58 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
7599800,40.64484024,-73.98692322,Brooklyn,NB,New Building,321188095,3123393,51350,9/4/2019,3491,FT. HAMILTON PARKWAY,STORAGE: MODERATE HAZARD,4,
8918332,40.65200043,-73.95539093,Brooklyn,NB,New Building,320909674,3116743,60259,9/4/2019,88,LINDEN BOULEVARD,RESIDENTIAL: APARTMENT HOUSES,9,68
1231356,40.67845154,-73.92356873,Brooklyn,A1,ALT 1 Enlargement,321191606,3048062,3770,9/4/2019,901,HERKIMER STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
784182,40.6905899,-73.93013,Brooklyn,A1,ALT 1 Enlargement,320910127,3044135,1524,9/4/2019,942,GREENE AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,8
43261288,40.69282913,-74.00068665,Brooklyn,NB,New Building,321189003,3858777,292306,9/4/2019,50,BRIDGE PARK DRIVE,RESIDENTIAL: APARTMENT HOUSES,30,124
97000,40.6935997,-73.77094269,Queens,A1,ALT 1 Enlargement,420964317,4219860,161,9/4/2019,178-09,114 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
17236968,40.70322037,-73.81437683,Queens,NB,New Building,420876430,4206344,116466,9/4/2019,140-35,QUEENS BLVD,"RESIDENTIAL: HOTELS, DORMITORIES",6,32
3196652,40.70722961,-73.93408966,Brooklyn,NB,New Building,320589421,3398580,21599,9/4/2019,101,BOGART STREET,RESIDENTIAL: APARTMENT HOUSES,7,65
1380100,40.70940018,-73.91369629,Queens,NB,New Building,420664506,4619112,9325,9/4/2019,1896,DEKALB AVE,RESIDENTIAL: APARTMENT HOUSES,4,10
2663112,40.70959854,-73.79421997,Queens,NB,New Building,421598006,4210124,17994,9/4/2019,87-83,168TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
186677,40.71982956,-74.00066376,Manhattan,A1,ALT 1 Enlargement,122119803,1003038,18677,9/4/2019,32,HOWARD STREET,BUSINESS,6,
1900321,40.72206879,-73.99414063,Manhattan,A1,ALT 1 Enlargement,123376523,1007393,6594,9/4/2019,204,ELIZABETH STREET,BUSINESS,6,
10470704,40.72430038,-73.99038696,Manhattan,NB,New Building,122445602,1090700,70748,9/4/2019,24,2 AVENUE,RESIDENTIAL: APARTMENT HOUSES,10,30
15000,40.72719955,-73.84494781,Queens,A1,ALT 1 Enlargement,421721364,4051930,77,9/4/2019,108-42,68 AVENUE,UTILITY / MISCELLANEOUS,1,1
680000,40.72962952,-73.79070282,Queens,A1,ALT 1 Enlargement,421561759,4153920,871,9/4/2019,73-36,179 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
95000,40.73448944,-73.84876251,Queens,A1,ALT 1 Enlargement,410065147,4051575,2027,9/4/2019,108-38,63 ROAD,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
1500000,40.74010849,-73.99288177,Manhattan,A1,ALT 1 Enlargement,120111440,1015468,38360,9/4/2019,33,WEST 19 STREET,BUSINESS,9,0
24099284,40.74777985,-73.99408722,Manhattan,NB,New Building,121185813,1090814,162833,9/4/2019,215,WEST 28TH STREET,RESIDENTIAL: APARTMENT HOUSES,20,112
35520,40.74837112,-73.74690247,Queens,NB,New Building,421217436,4163433,240,9/4/2019,64-45,230TH STREET,UTILITY / MISCELLANEOUS,1,
589632,40.74837112,-73.74690247,Queens,NB,New Building,421217445,4163433,3984,9/4/2019,64-45,230TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
44992,40.74985886,-73.81919098,Queens,NB,New Building,421569332,4617727,304,9/4/2019,137-66,JUNIPER AVENUE,UTILITY / MISCELLANEOUS,1,
47804,40.74985886,-73.81919098,Queens,NB,New Building,421569546,4116506,323,9/4/2019,137-68,JUNIPER AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,2
5773184,40.75817108,-73.81887817,Queens,NB,New Building,420336880,4539510,39008,9/4/2019,42-29,PARSONS BLVD,RESIDENTIAL: APARTMENT HOUSES,7,40
856476,40.76433945,-73.93994904,Queens,NB,New Building,421419646,4614987,5787,9/4/2019,34-31,9TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,6
50829416,40.76462936,-73.83293152,Queens,NB,New Building,421025982,4618933,343442,9/4/2019,33-71,PRINCE STREET,RESIDENTIAL: APARTMENT HOUSES,16,119
9149000,40.7741394,-73.95995331,Manhattan,A1,ALT 1 Enlargement,121191842,1083340,8775,9/4/2019,132,EAST 78TH STREET,EDUCATIONAL,8,
524425,40.79024887,-73.8296814,Queens,A1,ALT 1 Enlargement,421934713,4100909,1103,9/4/2019,39,BOULEVARD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
5920000,40.80992126,-73.92828369,Bronx,NB,New Building,220471727,2130381,40000,9/4/2019,2490,3 AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,28
9023412,40.81890106,-73.92967224,Bronx,NB,New Building,220151537,2129477,60969,9/4/2019,110,EAST 149 STREET,BUSINESS,6,152
314600,40.8321991,-73.87003326,Bronx,A1,ALT 1 Enlargement,220547353,2025552,513,9/4/2019,1726,EAST 172 STREET,ASSEMBLY: OTHER,2,1
350000,40.8391304,-73.84174347,Bronx,A1,ALT 1 Enlargement,220695157,2027298,2307,9/4/2019,1421,FERRIS PLACE,FACTORY/INDUSTRIAL: LOW HAZARD,2,
1240240,40.83942032,-73.8638382,Bronx,NB,New Building,220646175,2129061,8380,9/4/2019,1559,WHITE PLAINS ROAD,RESIDENTIAL: APARTMENT HOUSES,4,8
290672,40.56238937,-73.91504669,Queens,NB,New Building,420858405,4464543,1964,9/5/2019,2,BAYSIDE DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
32560,40.56481934,-74.12822723,Staten Island,NB,New Building,520382728,5174393,220,9/5/2019,74 GAR,GUYON AVE,UTILITY / MISCELLANEOUS,1,0
32560,40.56481934,-74.12818146,Staten Island,NB,New Building,520382746,5174391,220,9/5/2019,76 GAR,GUYON AVE,UTILITY / MISCELLANEOUS,1,0
198912,40.57735825,-74.09662628,Staten Island,NB,New Building,520312279,5054101,1344,9/5/2019,101,BEACHVIEW AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
32412,40.57929993,-73.96240234,Brooklyn,NB,New Building,321358268,3421742,219,9/5/2019,524,OCEAN VIEW AVE,RESIDENTIAL: APARTMENT HOUSES,5,22
257700,40.59326935,-73.96289825,Brooklyn,A1,ALT 1 Enlargement,321628057,3422922,1475,9/5/2019,710,AVENUE W,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
45000,40.59534073,-73.95641327,Brooklyn,A1,ALT 1 Enlargement,320379602,3200754,2373,9/5/2019,2257,E 14TH ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
5892028,40.59814835,-73.96488953,Brooklyn,NB,New Building,320345710,3192047,39811,9/5/2019,2085,OCEAN PARKWAY,ASSEMBLY: OTHER,3,
20000,40.59828186,-73.96617889,Brooklyn,A1,ALT 1 Enlargement,301930276,3191955,1962,9/5/2019,2072,OCEAN PARKWAY,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
669000,40.59973145,-73.96694946,Brooklyn,A1,ALT 1 Enlargement,321358348,3191936,1112,9/5/2019,506,AVENUE T,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
544000,40.60136032,-73.95942688,Brooklyn,A1,ALT 1 Enlargement,320931328,3196711,2838,9/5/2019,1977,HOMECREST AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
90000,40.60670853,-74.00479126,Brooklyn,A1,ALT 1 Enlargement,321499641,3166554,1835,9/5/2019,58,BAY 17TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
489097,40.60923004,-73.9927063,Brooklyn,A1,ALT 1 Enlargement,321360399,3161584,1279,9/5/2019,2016,77 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
600270,40.61280823,-74.10904694,Staten Island,A1,ALT 1 Enlargement,520072322,5089922,25375,9/5/2019,20,BRISTOL AVENUE,INSTITUTION: ASSISTED LIVING,4,67
41099156,40.65322876,-73.95982361,Brooklyn,NB,New Building,321188567,3397264,277697,9/5/2019,800,FLATBUSH AVENUE,RESIDENTIAL: APARTMENT HOUSES,14,255
1418000,40.65604019,-73.92722321,Brooklyn,A1,ALT 1 Enlargement,321769895,3100923,2934,9/5/2019,126,EAST 54 ST,RESIDENTIAL: APARTMENT HOUSES,5,8
849480,40.65652084,-73.95552063,Brooklyn,A1,ALT 1 Enlargement,321041877,3115858,2223,9/5/2019,136,WINTHROP STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
209900,40.67012024,-73.97477722,Brooklyn,A1,ALT 1 Enlargement,321116760,3025237,580,9/5/2019,536,1ST STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,1
569448,40.67972183,-73.9630127,Brooklyn,A1,ALT 1 Enlargement,321448787,3027701,1433,9/5/2019,924,PACIFIC STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
777000,40.68587112,-73.99886322,Brooklyn,A1,ALT 1 Enlargement,321531865,3003806,272,9/5/2019,452,HENRY STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
61333420,40.70225906,-73.97277069,Brooklyn,NB,New Building,320910289,3425612,414415,9/5/2019,399,SANDS STREET,FACTORY/INDUSTRIAL: LOW HAZARD,9,
17919267,40.71546173,-73.82383728,Queens,A1,ALT 1 Enlargement,420652378,4206529,60729,9/5/2019,80-08,135 STREET,RESIDENTIAL: APARTMENT HOUSES,6,191
7500000,40.71651077,-73.95786285,Brooklyn,A1,ALT 1 Enlargement,320910911,3062216,7021,9/5/2019,186,NORTH 6TH STREET,RESIDENTIAL: APARTMENT HOUSES,6,40
612424,40.73260117,-73.88408661,Queens,NB,New Building,421088245,4541604,4138,9/5/2019,82-14,GRAND AVE.,RESIDENTIAL: APARTMENT HOUSES,3,3
601768,40.7532196,-73.86618805,Queens,NB,New Building,421190464,4601738,4066,9/5/2019,35-41,101 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
601768,40.75328064,-73.86621857,Queens,NB,New Building,421190856,4617837,4066,9/5/2019,35-39,101 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
1915120,40.75368118,-73.93067932,Queens,NB,New Building,420663892,4436764,12940,9/5/2019,37-29,32ND STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
1164900,40.7589798,-73.83323669,Queens,A1,ALT 1 Enlargement,402413811,4112276,3319,9/5/2019,133-30,39 AVENUE,BUSINESS,2,0
41720312,40.76005173,-73.83399963,Queens,NB,New Building,420653858,4597144,281894,9/5/2019,37-09,COLLEGE POINT BOULEVARD,RESIDENTIAL: APARTMENT HOUSES,16,114
13951664,40.76041031,-73.83315277,Queens,NB,New Building,421339698,4618203,94268,9/5/2019,37-12,PRINCE STREET,BUSINESS,14,
157679,40.76470184,-73.90421295,Queens,A1,ALT 1 Enlargement,421300292,4022498,1576,9/5/2019,49-01,25 AVENUE,FACTORY/INDUSTRIAL: MODERATE HAZARD,2,
111280,40.76554108,-73.86656952,Queens,A1,ALT 1 Enlargement,421680915,4041176,140,9/5/2019,25-16,CURTIS ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1996372,40.76691055,-73.92553711,Queens,NB,New Building,421453830,4006942,13489,9/5/2019,30-57,CRESCENT STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
38411032,40.77410889,-73.9540863,Manhattan,NB,New Building,122847241,1090305,259534,9/5/2019,301,EAST 80TH STREET,RESIDENTIAL: APARTMENT HOUSES,30,72
